F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,Label
1.751624,0.923043,nan,-0.693881,-0.412860,-0.693881,-1.519522,4.365408,0.123677,-3.830775,-0.843610,-5.062194,-1.694315,-1.861328,-1.579461,1.611220,-3.509867,-1.948604,4.112172,3.686960,-3.155914,-1.864498,-1.717116,3.000000
0.408198,nan,-0.172093,0.178492,nan,0.178492,nan,-2.306603,-0.060140,-0.433094,-0.100160,-2.990870,0.051690,1.545574,-0.272698,10.803598,-0.195072,-3.615229,-3.667445,nan,4.135970,0.874018,-0.769060,0.000000
0.198429,-0.974311,-0.399568,0.108468,0.759405,0.108468,-1.384019,0.147043,-0.220125,-1.879541,-1.176748,-1.655669,-1.060184,2.419440,0.792407,-1.043597,1.364174,0.623662,3.611399,nan,-1.173823,0.797602,-1.613813,3.000000
-2.108783,-0.266065,0.135662,-4.424444,0.599028,-4.424444,-1.456991,4.925484,0.901233,-0.695016,1.987397,-2.000659,-0.973120,-3.454445,-0.390738,0.439100,-2.732258,4.391978,6.929647,-4.909907,nan,-1.339798,0.219433,3.000000
nan,nan,0.444045,-4.662310,0.027236,-4.662310,1.894839,-1.652505,0.625793,1.760856,0.608543,-1.866122,-1.395211,3.573777,-0.393084,-9.546320,4.506948,2.063137,9.712705,-0.015455,-5.649893,-1.587877,0.668423,3.000000
nan,1.852626,-1.614829,-2.829364,-1.235912,-2.829364,-3.396737,-1.290452,-0.677576,-2.340097,0.314462,-1.024287,1.266747,-1.770556,1.390177,4.644656,-0.121500,-0.873094,0.613971,0.343202,0.652089,-0.333802,1.747100,3.000000
0.308862,-1.542608,1.030790,-0.527231,1.059424,-0.527231,1.612494,6.580530,0.839750,nan,1.295343,-1.530546,1.526956,-3.572245,-0.276874,-2.424113,-1.708583,1.640229,2.279505,4.628738,-2.439221,-2.963545,0.068965,2.000000
-0.621514,-0.364472,1.367649,-0.028796,-0.457352,-0.028796,-2.292212,-1.640131,-1.325342,-2.586251,-0.881699,0.745407,3.161756,-2.533414,0.967774,4.274204,0.403089,-0.544138,-2.889780,1.186612,1.927624,1.308682,-1.089119,3.000000
1.376887,-0.565923,-1.368157,0.170879,-1.242692,0.170879,5.854915,0.386418,nan,0.604486,0.653336,1.193341,-2.429199,1.585839,-1.559556,-3.147664,-0.428200,-1.623892,-7.207211,-0.048642,0.316321,0.433191,0.699916,0.000000
nan,0.386724,1.564289,nan,0.757369,1.789844,1.959208,-2.773407,1.371794,1.039923,0.771713,-1.794541,-0.443631,1.444638,-0.553689,-2.208072,0.666719,-1.654493,0.554530,0.305627,-1.364800,2.343010,-1.388187,0.000000
1.332396,-1.121297,0.999649,-2.894104,0.117839,-2.894104,-1.730944,3.259775,-0.056761,-4.425395,-0.657108,-1.425117,nan,1.904545,-0.496458,-3.666958,0.706148,3.428440,3.377925,-1.009913,-0.497302,1.221092,-1.340588,1.000000
0.172959,1.034165,-0.194404,2.268608,-0.695536,2.268608,1.878921,-7.260844,0.374995,3.290210,-0.415243,-2.664674,-3.318254,0.259564,0.120505,0.542720,-1.857976,-5.434049,1.153279,-2.596280,-4.372670,3.065471,0.198868,0.000000
-0.690524,-0.106223,-0.826277,0.498123,-0.424274,0.498123,-1.459639,1.049869,-0.046735,0.105432,-0.877676,2.450970,-3.951030,nan,0.398385,-10.006204,0.011159,3.148713,4.295549,0.206082,-1.883324,0.879747,0.469516,2.000000
-0.989119,-1.064237,-0.156204,-1.127407,-0.003159,-1.127407,1.717061,1.619529,1.422474,-0.524765,-0.060843,-2.610388,-0.077855,0.192606,-0.322211,-2.964576,-0.117739,0.680417,2.110227,1.118897,-1.256469,0.524036,-1.357921,2.000000
-0.177438,0.090297,nan,6.418469,1.417814,6.418469,2.207755,-3.703818,1.567695,5.276603,-1.105217,2.373797,-4.872302,2.034710,0.756421,-2.426911,-2.254623,-3.309600,-0.979429,-2.562542,-2.846028,0.929681,-1.866515,0.000000
-0.682239,0.561783,-1.181268,-2.572608,0.988302,-2.572608,-2.778174,-5.897311,0.075774,-0.675286,-0.024717,0.819798,3.906949,nan,-0.419634,-6.380181,7.044492,3.666793,7.397047,0.121528,-1.643179,2.903950,0.525436,2.000000
-0.337895,-0.348303,-0.056235,-3.931554,0.850416,-3.931554,nan,0.835318,0.327128,-0.997079,-0.198356,-0.594293,0.234650,-1.160928,-0.996213,0.055978,-0.703796,1.432515,1.011525,-0.239714,0.744413,-0.146602,1.093170,0.000000
1.220560,-1.065964,0.145508,3.222493,0.653294,nan,-1.650967,0.358007,2.198365,-0.385281,nan,2.997744,-5.666384,2.788661,-0.141887,-5.184931,-2.124446,-0.151630,0.647788,-0.658634,-2.090560,0.501821,0.378328,2.000000
0.862004,0.392082,1.104914,1.179725,-0.458600,1.179725,-2.597929,6.320725,0.780076,-3.287174,-1.403886,3.019198,-0.493202,-2.575291,1.211889,-2.137331,-1.981129,3.485999,1.990375,1.422019,-1.744167,-2.483420,0.087054,0.000000
0.553603,-0.339204,0.528299,3.030263,nan,3.030263,-2.093006,1.651138,-0.485999,0.874883,-1.281271,-1.976570,nan,0.103851,1.797199,1.805118,0.460291,0.882945,6.790155,-0.412816,-1.732529,-1.292378,0.185400,0.000000
-0.084115,-0.083746,-1.289778,nan,-0.879020,1.843552,1.715472,-3.710437,0.506186,-0.920962,-0.766581,-0.408646,0.457617,-0.465592,-0.193663,2.532557,0.757140,-3.316420,-3.448048,-0.288100,-1.164689,1.761088,-0.037934,2.000000
1.480737,-0.924184,-2.231759,-1.655934,0.919649,-1.655934,-0.544195,-1.704294,-0.353485,nan,-1.928168,-0.252123,-1.602447,1.982533,-0.419806,-4.091034,0.624469,0.234784,1.243375,0.399958,-0.570242,1.562870,1.336977,2.000000
1.298774,-0.450293,-1.848254,-0.692534,nan,nan,0.345945,0.173491,0.841055,0.413767,0.106374,nan,0.477989,0.605543,-0.583613,0.876771,2.537193,1.024898,6.190998,-3.024031,-3.479745,-1.635045,1.815821,3.000000
0.504333,-0.335253,-0.091748,0.528752,-0.913115,0.528752,0.388287,3.969968,0.510697,-2.291696,-0.567304,-2.143837,1.748206,-2.358715,0.446643,-0.125093,-1.094943,0.471577,nan,3.629120,-0.997184,-0.920589,0.055260,2.000000
-0.849478,nan,-0.284350,-1.216006,0.602531,-1.216006,-1.879930,0.022932,0.120956,-0.877664,1.047788,-2.304031,-1.729664,1.953385,-0.263499,-7.468146,-0.504077,2.031285,6.052402,1.658974,-1.461887,2.785698,0.655336,1.000000
-0.603330,0.176191,2.233731,3.704946,0.447548,3.704946,-0.055937,-6.314923,0.286227,0.693146,-1.213961,-2.899881,4.304113,0.851767,-0.117751,-1.365345,3.900735,-1.188399,3.802198,1.900670,-1.170731,4.784241,-1.088773,0.000000
-0.502552,-1.767798,-0.804517,0.137296,0.788207,0.137296,1.060743,-4.915626,-0.035866,0.756851,0.332511,-3.237867,3.121047,-0.100169,-0.113283,-4.268651,2.623984,0.141838,4.367644,1.456065,-2.034365,4.490835,0.457334,1.000000
-1.348689,-1.111875,-0.314485,-1.721567,0.690802,-1.721567,-3.115412,-1.538304,1.905468,nan,1.310323,-2.953294,1.394599,-1.168663,-0.573303,9.567406,-1.112894,-2.521209,0.549717,-0.996433,2.837123,-1.330771,-0.058743,0.000000
1.579375,-0.975331,-0.837278,-0.540393,0.356740,-0.540393,-0.197115,-2.052783,0.093772,1.368966,1.109833,-0.263369,-2.541140,2.991441,0.492513,-2.510242,0.495107,-0.292266,1.703901,-1.632936,-0.442782,nan,-1.766125,0.000000
-0.867494,1.755132,1.898889,3.087290,1.270655,3.087290,-3.204372,5.252542,-0.407339,-1.222011,0.214858,-1.021383,1.252011,-0.324945,nan,6.286962,-0.707688,0.646813,2.506276,0.666306,1.540450,-3.360147,0.380262,2.000000
-0.702121,-0.142168,1.262567,-5.797600,-0.480093,-5.797600,1.405115,8.591632,0.808855,-4.901701,0.327475,nan,0.530423,1.085875,1.321757,-7.421635,3.372791,7.365947,1.157343,0.566903,-0.270711,-3.575101,0.941201,1.000000
1.695682,-0.635016,0.459637,2.425081,-1.145472,2.425081,-0.736716,-0.191279,0.866904,-2.559987,-0.696038,-2.896415,0.608384,1.263914,-1.175582,6.433813,1.345067,nan,-0.006673,0.093405,-0.215324,-0.618177,-0.152869,3.000000
-2.068542,-1.002280,-1.496708,nan,-0.226536,1.739428,1.373224,0.873529,nan,-1.513892,-0.025948,-1.784340,5.035222,0.946524,nan,-0.281569,4.553100,1.781081,1.324409,2.029887,1.031318,0.980504,-2.584616,0.000000
0.354134,-0.122802,-0.608100,-0.106306,0.379725,-0.106306,0.166766,0.360207,0.319033,0.374534,0.003063,-1.634170,-0.728551,1.420816,-0.756210,-4.648972,0.253331,2.116532,4.171916,-0.889619,-1.157454,2.104777,-0.497010,2.000000
-0.043411,1.367321,-1.897507,-1.466704,0.846425,-1.466704,2.571967,2.977729,0.548924,-1.424803,nan,0.096676,0.809342,-0.211824,0.125766,-6.827253,nan,2.467498,-0.842005,3.359326,-0.020232,0.742515,-0.191629,1.000000
0.416501,0.256495,0.034092,3.007138,0.529888,3.007138,-0.773568,-5.305812,-1.151310,1.439149,-0.437399,-1.226075,4.332551,-0.171075,-0.510115,-1.095687,2.589000,0.229940,2.295140,1.000931,0.638746,nan,0.438800,3.000000
-0.099359,0.541615,0.601795,-2.004387,-0.716881,-2.004387,-0.610349,-11.440518,0.497751,4.482148,-0.758776,2.496437,-6.377814,6.160735,-0.419223,-6.367402,1.042482,-2.923473,-0.680377,-4.458913,nan,4.662345,-0.470675,0.000000
0.533490,1.039236,-0.985171,-0.467158,-0.924622,-0.467158,-1.429829,-5.518937,0.159782,-0.486799,-0.198172,0.470845,1.741915,nan,0.636141,-3.017663,3.651175,nan,3.097857,-0.293376,-1.645573,2.910960,-0.055696,2.000000
-1.366453,0.084562,nan,-2.706042,0.615661,-2.706042,0.882235,-4.535897,-1.186542,-1.279691,-0.455568,1.335693,nan,-0.210774,0.129489,0.709351,3.667405,-1.880310,-1.414991,0.139807,-2.084550,nan,0.720544,1.000000
-1.801962,-0.190861,0.997161,-2.590863,-0.616137,-2.590863,0.768190,-2.382837,1.000432,-1.796760,-0.524534,-3.104392,1.276690,-0.457234,-0.662685,-1.149153,0.770816,-1.357286,0.163510,2.356842,-0.583759,2.193864,0.517674,2.000000
0.102783,nan,2.101174,-0.759337,1.271479,-0.759337,1.168072,1.541897,-1.779202,-0.801943,-0.391712,-1.743462,-0.514798,1.590228,1.511523,-1.165815,1.053474,0.127576,1.526067,0.484022,-0.823948,-0.859788,0.363197,2.000000
-2.284137,0.397403,-0.055922,0.987438,-0.125724,0.987438,-0.150732,7.800500,-1.079831,-0.946102,0.264821,-0.387233,-3.087186,-0.882587,0.293623,4.727681,-4.084062,0.475728,-0.591788,-2.160094,0.160560,-4.184967,1.341236,0.000000
-0.523113,0.935366,0.620234,-1.337769,0.353055,-1.337769,0.136605,4.479703,1.013626,-0.529484,-0.260940,-0.763078,-1.073327,nan,0.131792,-3.826934,-1.071318,1.847071,1.822945,2.543869,0.301505,-1.623039,0.944544,2.000000
0.086523,0.023381,0.662960,2.380290,0.475730,2.380290,-0.112981,1.401113,0.589230,0.136767,0.331329,4.806564,-7.190708,1.671705,0.058958,-3.332541,nan,-1.778931,-2.824760,nan,-2.639631,-2.485894,1.234329,2.000000
-0.758006,0.170082,1.171643,-1.428425,-0.233243,-1.428425,-0.225545,-4.403418,-0.046651,nan,0.861476,-0.521043,-1.234794,2.139282,0.073914,-3.309430,0.351380,-1.031821,-0.964441,0.322641,1.008226,3.471723,0.317305,1.000000
-0.021697,0.383765,1.091002,-3.315414,-0.924458,-3.315414,-1.682658,4.715607,0.294602,-2.802551,-0.332450,1.019819,-2.474464,-1.502984,0.624082,-1.022648,-1.863047,2.411595,2.517464,-1.341427,-2.368938,-2.864230,nan,1.000000
-1.091766,-0.320204,-0.828508,-1.289946,-0.623854,nan,1.071621,-1.222391,0.274103,-0.954915,-0.532852,-0.635421,-0.723292,1.058896,0.574870,-3.427017,0.910192,-0.174531,0.301103,0.702736,-1.242583,1.221780,0.955965,2.000000
-0.344980,-1.097138,-0.916835,-1.387374,0.057086,-1.387374,-3.223522,1.152888,-2.099317,1.196102,-0.192114,-2.059762,-1.519949,-1.527704,0.079047,6.354070,-4.517419,-0.863370,0.260655,-2.199512,2.724939,-0.313352,-1.638142,0.000000
-0.288474,0.845565,-1.279781,-1.068781,-1.612480,-1.068781,-0.397679,1.937382,-0.451665,0.608835,0.421210,-0.505349,0.821289,-2.128566,-0.100383,-0.295253,-1.116347,0.157875,2.199692,2.736042,-1.004819,-2.471881,-0.499936,0.000000
0.088632,-1.993612,-1.656805,1.724844,-0.828040,1.724844,1.608980,0.559853,-0.074626,-1.397745,-0.270476,-4.742887,5.409669,-0.223557,0.293490,3.029252,4.219332,0.721429,4.198317,0.336383,-1.008433,0.795502,0.056917,0.000000
-0.832931,0.667125,-0.188102,nan,-1.343804,-1.891777,-0.131784,4.991064,0.667553,0.810330,1.549017,0.488943,-1.770979,-2.478344,-1.326675,-0.507160,-4.086140,2.316610,0.545480,-1.231950,0.151915,-1.823121,1.279661,0.000000
nan,-0.661703,nan,-1.456509,-0.802211,-1.456509,-1.082682,0.029858,-0.008909,-0.615468,nan,-0.733052,0.166071,1.496078,0.756527,-0.567093,1.032645,0.424328,nan,0.932271,1.129844,-0.126192,2.456917,3.000000
0.476242,-0.749165,0.260831,3.568863,1.484327,3.568863,0.871329,0.110798,nan,-0.979251,-0.302405,-5.529190,7.634441,-3.542187,1.502361,6.257056,nan,0.553559,5.560258,-0.188124,nan,1.469282,1.166531,0.000000
-0.922896,-0.716630,-1.458375,2.166601,-0.459588,2.166601,nan,5.855176,-0.279223,-1.868653,-0.790504,-1.688828,0.323181,-1.086990,2.233420,5.116038,-2.191550,-0.483605,0.306510,2.192100,1.113786,-3.202728,1.901433,2.000000
nan,0.106402,1.012255,1.925899,0.939166,1.925899,-0.763375,-6.732447,0.471327,0.584834,-0.289130,-2.116888,3.208445,-0.952106,-0.760030,3.811501,2.403013,-3.358708,1.627697,0.580369,nan,2.272827,0.098394,3.000000
0.219362,-1.101205,0.430700,-1.833698,-0.449567,-1.833698,-0.857962,1.865343,nan,-1.934506,-0.122049,-1.540398,-2.221125,2.323832,0.112951,-3.559900,0.942202,2.068272,5.233842,-1.590175,-2.423837,-0.111923,-0.070950,3.000000
-1.126181,0.640436,-0.753444,-2.486775,0.569737,-2.486775,2.909919,-0.678455,-0.608714,-0.155259,-0.040001,-1.970029,-1.597709,2.432922,1.447162,-6.645634,1.502667,0.715446,2.188578,0.055520,-2.255620,1.506934,-0.011950,1.000000
-0.497653,2.790167,0.566298,2.087207,-1.303624,2.087207,-1.111684,-4.085238,-0.056369,0.044600,0.222650,2.469499,0.495055,1.913898,0.230651,2.017590,3.744359,nan,0.092506,nan,-1.190958,-0.918774,0.648162,2.000000
-1.247289,-0.325525,0.787811,-2.338988,0.763758,-2.338988,0.907181,-1.926188,-0.682724,-0.231531,-0.966512,-0.809986,0.534833,2.761440,-1.914779,-1.447662,3.158710,0.770570,0.179943,-1.319724,1.022882,1.279784,-0.814884,0.000000
-0.562758,-0.084562,1.419055,nan,-0.533482,0.321368,1.679737,-6.347976,nan,-0.482177,0.698924,0.066208,-0.110677,1.144140,-1.070161,-3.423097,1.835889,-1.893525,-2.170790,-0.224717,-1.322160,4.637160,-0.282616,2.000000
0.507911,1.585809,0.182238,0.490005,-0.530195,0.490005,0.783897,8.035923,0.257465,-5.386640,0.488571,0.448956,-4.316903,nan,0.300015,0.714760,-3.406839,nan,-4.732423,0.974465,0.112456,-2.642293,0.475779,2.000000
0.582627,0.635053,-0.090078,1.644080,0.664822,1.644080,-0.486921,-5.659162,0.194113,-0.273927,0.749385,nan,4.375556,-2.100183,0.917699,4.798947,2.463346,-1.605917,-4.283752,-0.509494,1.621946,2.544410,-0.148644,3.000000
-0.520621,-0.756654,-1.576456,0.124320,-0.712720,nan,nan,7.067548,-0.498407,-1.146727,1.195888,-1.053237,-0.941536,-0.397828,0.240162,-5.127948,-2.193826,3.893015,5.415627,2.425790,-1.088354,-1.539003,-0.065311,2.000000
-0.286283,0.438225,0.502679,-2.198030,2.499501,-2.198030,-2.989864,-3.063691,2.352138,0.251311,0.588752,-2.146273,-0.761720,-0.133624,0.246313,-4.598498,-1.095948,-0.397140,5.468772,3.106365,-1.671127,1.960727,0.729821,2.000000
0.239347,0.218067,1.158313,0.198389,0.645853,0.198389,1.870743,-1.509093,-0.342705,-1.738683,0.175674,-0.437092,0.521158,0.026360,0.236083,0.557184,1.120675,-0.763165,-2.711393,-1.196196,-0.431086,2.055510,-0.952071,2.000000
-0.559418,-2.277747,-0.379696,2.426397,nan,2.426397,-1.110768,-2.162424,-1.019270,-2.675725,0.891025,-1.051873,0.630380,0.642322,-1.772281,7.835028,0.994180,-3.936535,-3.589368,-0.381562,1.028223,0.234288,-0.668575,0.000000
0.920343,0.894029,0.210097,0.053744,1.464554,0.053744,2.244829,1.835421,2.188911,-0.904377,-0.434762,-0.072411,1.183477,1.180945,-0.300315,-0.598908,1.980545,0.424732,-1.930944,nan,0.892845,-0.941169,-1.803438,0.000000
-0.635652,-1.423541,0.358365,1.852868,0.354394,1.852868,-1.938863,-2.052844,-0.530638,-0.317142,-0.073900,nan,-5.164061,4.273982,0.411194,-5.489767,-0.965031,-0.557199,-0.005463,-0.476260,-0.371378,2.294994,-0.840957,1.000000
-0.943372,-1.231927,1.646953,0.430876,-1.612765,0.430876,0.197258,-3.911712,0.154574,0.308461,0.201655,2.544903,nan,3.203501,-0.641011,-3.945842,1.557456,-1.356733,-1.820075,0.001684,-0.587638,1.134798,0.824540,2.000000
0.104022,-1.612586,-0.939818,-0.518050,-0.252330,-0.518050,0.463449,-0.896193,-0.845247,-0.848998,-2.628889,-3.764490,1.932326,-3.387519,-0.456695,0.535580,-1.854571,-0.695876,1.438601,nan,-1.259604,2.859538,-1.724437,2.000000
1.515523,-1.222130,1.006520,3.938536,0.717890,3.938536,5.650345,4.676767,-1.787649,-0.678684,0.327638,-1.530363,1.989072,-1.188510,-0.869712,0.851653,0.131086,-0.650523,-3.436017,2.063707,-0.719451,-1.176977,0.547510,0.000000
-0.649166,-0.339766,0.125771,-4.068915,-0.188585,-4.068915,-3.415915,-3.004476,-0.113452,-0.983959,-0.367144,0.419748,-3.005644,2.209722,0.204475,3.727533,1.114761,-3.346961,1.180841,-0.220647,-0.981767,nan,-0.252159,3.000000
0.633266,-0.286803,-0.911139,-2.404117,0.213490,-2.404117,-0.110860,2.892805,-0.200002,nan,1.511323,-1.447089,-0.321236,-1.486083,nan,4.213735,-2.040847,0.146458,-0.288882,-1.458597,1.192640,-2.107497,0.466542,0.000000
-1.448953,nan,1.469033,-2.956173,0.676122,-2.956173,-3.513706,4.888889,-2.560327,-0.328995,-1.202479,-1.106115,-5.548929,0.443430,-1.419262,2.111180,-3.534835,nan,6.412814,-3.122429,-2.858225,-5.059853,-0.210937,3.000000
-0.353761,0.712253,-1.215496,0.413432,0.153024,0.413432,-1.205433,2.998304,0.632305,-2.329209,nan,0.512863,nan,-0.565868,-0.284541,-11.403058,-3.394959,2.701352,4.966981,3.077650,-4.518749,1.928013,-1.518312,2.000000
0.382683,1.807046,-0.470876,-2.013084,1.165511,-2.013084,-0.446302,0.612977,-0.280714,4.181687,-0.969295,-1.234607,0.899607,-1.805055,-0.659682,6.267303,0.215831,-1.073829,nan,-1.672081,-1.749382,-6.108188,-1.078342,3.000000
0.067549,0.853729,-1.306808,-2.097446,0.703349,-2.097446,1.164654,-3.775770,0.026446,-0.755077,1.375629,-0.954837,2.206769,-0.673864,-0.278822,nan,2.856332,-0.666529,0.640833,0.010536,-1.730477,1.270761,-1.794142,1.000000
0.013580,0.651285,-1.426588,0.464207,1.057751,0.464207,2.279933,-1.113499,0.787551,-1.177320,-1.304648,-1.717783,0.000283,-1.378576,-1.095545,0.525554,-0.804002,-2.560680,-2.158010,nan,-1.734531,1.068627,0.551527,2.000000
2.728549,0.324402,-0.211871,1.529395,-0.879747,1.529395,1.039050,-0.077014,-0.651315,-0.624692,-0.965045,-1.128823,1.567002,-0.330917,-0.176273,2.780151,0.742319,-0.243162,-1.224928,-1.304339,0.558891,1.213320,-0.446351,3.000000
0.985919,-0.239105,nan,2.872532,-0.969469,2.872532,-0.196390,0.072790,-0.197954,-1.192978,1.060799,-3.962359,-0.417441,0.117026,-1.050691,-2.683797,-0.610322,-0.777927,5.760881,1.836397,-3.891758,1.942160,-1.094730,3.000000
0.337026,nan,1.154062,-5.815398,1.634140,-5.815398,-0.100856,-0.330909,-0.355086,-3.186910,-0.273266,-3.259727,2.849543,1.552352,0.635998,0.372046,4.184131,1.621496,1.650530,nan,1.500216,0.661724,-0.717701,0.000000
-0.934690,-0.386977,0.902907,-0.090756,0.518011,-0.090756,nan,-0.317803,-0.218090,-0.847185,-1.210922,2.827284,-5.471499,1.980257,nan,-8.885071,-1.894555,0.167582,-0.546402,0.741371,-2.783528,1.190146,0.459542,2.000000
-0.229101,nan,1.974986,-3.255317,nan,-3.255317,2.349618,2.418111,0.620742,-0.982302,0.287576,-0.305899,-5.032306,6.614253,-0.971051,-8.930989,1.803466,2.306217,1.237859,-1.178685,-0.395463,0.078165,-0.099321,1.000000
-0.535994,1.328790,0.387183,-4.116345,1.256585,-4.116345,-3.635428,1.397985,2.023993,0.452454,nan,-2.468583,-2.644132,-1.429481,0.219343,6.409496,-4.571722,-0.888807,1.248767,nan,1.855968,-1.434720,nan,0.000000
-0.711369,-0.253684,-0.750870,-0.374232,0.634231,-0.374232,0.362311,-2.314145,-0.875858,-0.142164,1.463847,-3.209301,3.791495,-0.921099,nan,9.139591,1.983218,-3.125154,-1.866696,-0.110281,1.981280,-0.620766,0.300035,0.000000
1.218295,0.033549,-0.267414,-1.121961,0.585395,-1.121961,-0.406565,-3.330862,-1.153869,0.832616,-0.700888,-1.440096,2.557467,-1.082367,0.443905,nan,0.801860,-2.410910,-2.235204,-0.202057,2.248358,0.289981,-1.614794,0.000000
-0.191274,-0.367440,-0.964540,-0.772430,-0.139950,-0.772430,1.492417,2.406705,-1.463309,0.994803,-1.305175,-3.828590,1.802702,0.905738,1.066213,1.812921,2.535111,nan,6.037631,-2.671724,-1.469455,nan,-0.311669,3.000000
nan,0.560916,-0.314927,-0.419897,-1.185420,-0.419897,-0.416116,-2.834493,nan,-0.542623,0.363861,-0.253942,3.644145,-2.633613,1.194467,6.236187,0.749712,-1.759159,-3.631276,0.147378,2.071545,0.840881,-0.244440,3.000000
0.085491,-1.046365,1.524548,-0.291142,0.806063,-0.291142,0.714291,3.330784,-1.724901,-1.500259,1.690515,0.272931,-0.426109,-0.185172,-0.663876,-5.509028,-0.050909,2.075680,2.328835,2.466134,-2.092165,-0.846380,1.511081,2.000000
-0.097506,0.755779,1.916142,-2.211247,0.162228,-2.211247,-0.427824,1.645979,-0.330479,-1.990679,-0.505266,0.445767,1.666891,-1.736295,-0.561179,0.178153,0.715140,1.105171,0.114038,1.541388,-0.280957,-1.486634,1.080743,0.000000
-1.201149,1.070909,1.739676,-1.551621,-0.545185,-1.551621,-0.420457,-2.769093,-0.204085,-1.348305,0.748566,-0.311730,-0.678244,0.015063,-0.911018,-0.775902,0.019619,-1.901365,-1.152381,1.481419,-0.694066,1.056778,-1.800490,2.000000
0.576057,0.014446,1.404025,-2.313918,1.691473,-2.313918,0.130178,-0.280996,-0.819024,-1.559966,1.050344,-0.212335,-2.915351,0.183068,0.149027,1.702598,-1.334555,nan,-2.004905,-1.404900,-0.977044,-0.815708,0.038200,0.000000
-0.309776,-1.024575,-1.032091,3.144152,-0.241500,3.144152,-6.530783,-9.208166,0.414375,-1.162445,nan,-2.163008,6.015221,1.032307,0.356221,9.652446,5.905778,-4.267130,4.050845,2.069200,1.060932,1.336894,0.633879,3.000000
-0.114679,-0.600704,0.868587,-1.314792,1.841952,-1.314792,0.529304,3.391015,0.505505,-2.341205,-0.533426,0.814835,-0.584340,1.310458,nan,-4.912842,2.388149,nan,4.062063,-1.374146,-2.851423,-1.142194,1.077896,3.000000
-0.521672,0.461633,-0.349305,nan,-0.937817,1.037103,-0.299807,2.919169,-2.424262,-0.759245,0.052439,-0.495836,nan,nan,0.616324,0.786995,0.202094,0.569821,2.062983,2.453181,-0.951711,-2.304289,-0.467433,2.000000
-0.723550,-1.467544,0.133423,2.703912,0.804657,2.703912,-2.047167,1.302371,-1.409929,-1.693721,nan,2.932892,-5.610503,nan,0.316337,1.961398,-1.995744,-1.901384,-3.709543,-2.055126,0.773288,nan,-0.223674,2.000000
